ngrams,count
testing requirements,2
testing results,2
thailand taiwan united,2
indirect clearing account,2
thailand taiwan united states,2
undertaking concerned,2
theoretical opening,2
therefore be satisfied,2
therefore be subject,2
undertaking are capable,2
therefore the assignment,2
thereunder,2
host competent authority,2
tier 2 capital memorandum,2
tier 2 instruments,2
tinbycountry,2
timelines,2
index mexico,2
uncollected revenues,2
time periods,2
index exposure,2
time the date,2
index credit default swaps,2
time the priority,2
time when the event,2
time when the transaction,2
uncollected,2
uncollateralised securities lending,2
underling,2
timely access,2
timely fashion,2
timely resumption,2
times be able,2
timestamps,2
hra,2
hrb,2
uncollateralised securities,2
timing losses,2
independent valuers,2
index name,2
uncommonly,2
uncommonly large,2
time objective,2
undefined maturity,2
undefined,2
houses as well,2
time bands,2
index singapore,2
unconsolidated structured entities references,2
however being explicitly,2
time basis,2
time charter,2
time charter average,2
index provider,2
time council,2
time council regulation,2
however possible,2
unconditionally cancellable credit card,2
hqla are those assets,2
hqla central,2
hqla central bank,2
time frames,2
hqla central bank eligible,2
uncommonly large order,2
total outflows notional amount,2
total positions cell,2
institution has exposures,2
ig 6 46 310 total,2
transaction data loan type,2
ig example 12 124 share,2
ig 6 46 310 total equity,2
transparency regulatory,2
identifiable goods,2
identificación,2
identificación fiscal,2
transparency provisions,2
transparency obligations pursuant,2
transaction history,2
ig 6 390 total equity,2
ig example 12 180 share,2
transparency obligation,2
identification code alphanumerical,2
ig 6 390 total,2
identification code alphanumerical code,2
transparency data,2
transaction identification code alphanumerical,2
identification code unique,2
identification codes,2
ifrs provisions,2
transaction pursuant,2
transaction data loan termination,2
ig example 12 320 share,2
total provisions,2
idem,2
imm institutions,2
imm,2
traditional trading,2
trail,2
trailing stop,2
transparent key performance indicators,2
transparent key performance,2
illiquid instrument transaction,2
tranches subject,2
transparent key,2
transaction costs directly attributable,2
transaction data loan spread,2
illiquid financial instruments,2
illiquid financial,2
transaction data collateral cash,2
transaction data collateral price,2
transaction data loan base,2
transaction data loan margin,2
transaction data loan maturity,2
transparency waiver,2
transparency regulatory regime,2
illegally,2
ifrs income,2
transaction reporting,2
transmission set,2
ifric 22 foreign currency,2
transitional basel,2
ifrs 10 appendix a 080 joint,2
ifrs 10 appendix,2
transferee,2
ifric interpretation 22 foreign currency,2
ifric interpretation 22 foreign,2
ifric interpretation,2
ifric 22 foreign currency transactions,2
transitional amounts subject,2
transitional amounts,2
ifric 22 foreign,2
ifrs gross,2
transferee has the option,2
transferor,2
idiosyncratic,2
transition period,2
identyfikacji podatkowej,2
identyfikacji,2
identifikacijski,2
identities,2
identifikační číslo osoby,2
identifikační číslo,2
ifrs 10 appendix a 080 joint ventures,2
ifrs 3 appendix,2
transitional measures,2
transfer protocol,2
ifrs current period changes,2
translation reserve,2
transactions are subject,2
transactions records,2
ifrs amount,2
translation gains,2
ifrs 9 transitional arrangements,2
ifrs 9 transitional,2
ifrs 9 impairmentannex v part,2
transitional periods have most recently,2
transactions tax,2
transactions to which the exemption,2
transactions which have the effect,2
identificação,2
transfer agent,2
ifrs 9 ba,2
transfer collateral,2
ifrs 4 other provisions ias,2
ifrs 4 other provisions,2
transfer period,2
ifrs 4 commitments,2
immaterial,2
traditional securitisations no other assets,2
trading volumes,2
trade volume,2
type code,2
trade repositories are essential,2
implicit returns,2
trade repositories pursuant,2
trade repository activities,2
trade sizes,2
trade states,2
implementation plan,2
type 2 equity investments,2
type 1 equity investments,2
trading availability,2
trig,2
impartial,2
impairments,2
impairmentannex v part,2
trading book absolute,2
trading book absolute value,2
trust services,2
trading book exposure,2
trading book operations,2
impairment that are past due references,2
ias 21 the effects,2
hypothetically,2
trade package orders,2
trade package,2
tracks,2
inaccuracies,2
total quantity,2
total return swap 240 other 250 commodity,2
total revenue,2
improved terms,2
total risk weight,2
types applicable,2
hybrid instruments,2
total settlement,2
total settlement risk,2
total settlement risk exposure,2
total sources,2
type total loans,2
type total,2
total technical,2
important type,2
total tier,2
total tier 1 capital,2
important institution buffer other systemically,2
type e,2
hypothetical proceeds,2
troubled debt contract,2
trading book subject,2
transport insurance,2
ibrahim awwad ibrahim ali,2
ibrahim ali,2
trading positions,2
transposition measures,2
trading price,2
immediately thereafter,2
ibrahim awwad,2
trading processes,2
ibrahim awwad ibrahim,2
trading references,2
trading rules,2
trading system a trading,2
trading book that are securitisation,2
immediate death,2
trading system a trading system,2
trading venue initiator,2
trading venue segment,2
trading venue segment mic,2
trading venue specification,2
trading venue specifications,2
trading venue the time,2
transport reinsurance,2
trading venues to immediately,2
treasury bill,2
treasury financing activities,2
treasury shares profit,2
immovable property other collateralized,2
trading book that are securitisation positions,2
triangle,2
trends,2
treatments,2
trading environment,2
treatment the value,2
treatment the lgd,2
impairment loss,2
trading fees,2
treatment subject,2
impaired financial assets ifrs,2
trading gains,2
trading guarantees,2
treatment exposure,2
trading logs,2
trading pattern,2
treaties valid,2
trading patterns,2
immovable property other collateralized loans,2
treaties effective,2
ias regulation,2
indirect client the proceeds,2
undertaking transfers,2
termination optionality,2
initial conversion,2
upper limit,2
hedges movements,2
unused tax,2
hedges references,2
initial deferred,2
initial decision,2
initial costs,2
unused amounts,2
successive personal,2
hedging ctp,2
initial contractual maturity,2
ups,2
initial contractual,2
successive personal transactions,2
sufficient details,2
sufficient information publicly,2
initial capital,2
sufficient information publicly available,2
initial admission,2
initial acquisition,2
unsuitable portfolio,2
unsettled margin calls,2
initial implementation,2
initial order,2
termination event,2
subsidiaries ifrs 10 appendix a 080 joint,2
use test,2
subsequent reports,2
subsequent valuation,2
initial valuation,2
use facilities,2
initial stock overnight greater,2
initial stock overnight,2
subsidiaries fully,2
subsidiaries ifrs,2
subsidiaries ifrs 10 appendix,2
urgent request insert deadline,2
upward,2
urgent request insert,2
initial stage,2
initial service,2
initial recognition date,2
substantial public,2
substantial public interest,2
initial quantity the number,2
substantial update,2
upward adjustment,2
substantially all the risks,2
sufficient provisions,2
unsettled margin,2
sufficient resources,2
supervisory frameworks,2
hierachy,2
unrealised loss,2
supervisory benchmarking portfolios,2
information verbally,2
information thereunder,2
supervisory framework applicable,2
information the insurance product information,2
information the insurance product,2
supervisory framework sets,2
supervisory framework still,2
supervisory guidance,2
sufficiently address,2
supervisory haircuts,2
supervisory measures,2
supervisory permission,2
supervisory review,2
supervisory standards,2
unrated nth,2
unquoted equity instruments,2
information the insurance,2
unquoted equity,2
supplement,2
unrealised losses,2
supervisory benchmarking,2
supervisory authorities information,2
supervisory assessment,2
unsecured securities,2
sufficiently clear,2
sufficiently detailed,2
sufficiently granular,2
helpfulness,2
infrastructure transportation,2
sufficiently long,2
sufficiently standardised,2
unsecured bonds,2
sufficiently transparent,2
hereby,2
herein,2
unrestricted ability,2
suitability assessment set,2
infrastructure entity,2
infrastructure corporates,2
infrastructure corporate equity investments,2
unregulated financial entities real,2
sum thus,2
summaries,2
unrealised profit,2
subsequent period,2
subsequent measurement,2
subsequent deterioration,2
institution 140 loans,2
institution explicitly,2
stock overnight,2
institution competent authorities,2
institution competent,2
health reinsurance,2
stock overnight greater,2
stocks,2
institution buffer other systemically important,2
institution buffer other systemically,2
stoxx all europe,2
institute,2
inspection reports,2
strategic objectives,2
instantaneously,2
strategy as well,2
health similar,2
strategy changes,2
strategy changes materially,2
strategy order,2
health slt,2
health slt technical,2
health slt technical provisions,2
institution has a clear,2
stock indices,2
health lapse risk,2
health lapse rates,2
still outstanding,2
still subject,2
value breakdown,2
still valid,2
value basis hybrid contracts,2
stix,2
stock borrowing,2
stock borrowing receivables,2
value basis hybrid,2
stock company,2
value basis,2
value all derivative instruments,2
value all derivative,2
institution has appropriate policies,2
value adjustment risk cva,2
institution has an unrestricted ability,2
stock index calculation,2
value adjustment risk,2
value 15 f,2
institution has an unrestricted,2
institution has a significant investmenttemporary,2
